Commit Hash,NS,ND,NF,Entropy,LA,LD,LT,FIX,NDEV,AGE,NUC,EXP,REXP,SEXP,BUGLABEL
8e117399aa01c7c9982fadc7ecca468524f45004,1,1,1,0,3,4,78,0,2,74324,1,367,2.29E-05,97,0
5ba9b931dbe087e97d92e20bb514ff7dbe009c85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97d9f97acc740d8ae6149f6c9b62246d97558914,1,1,4,1.443882082,9,28,9249,1,2,122645.5,2,365,2.15E-05,97,0
bccad00e1b4eb972917b2e9d9c1ef736576d24b5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bf626b0a9d53f4dfaa423735fcbf85d6ae142d3b,1,1,1,0,31,6,6747,0,1,146640,1,258,1.86E-05,36,0
bef7e1fa160c429134eb1b061654e6b3d14edcd5,1,1,2,1,27,13,1625,0,2,275451,1,257,1.86E-05,36,0
bb576a70ca6773623b6fcf39fa0216ff2b20e896,1,1,1,0,1,4,6,0,1,665,1,1690,1.76E-05,577,0
424f1b1034d91da314a41941fed6a453888e9650,1,1,1,0,5,0,1,0,0,0,0,1689,1.73E-05,0,0
a12e2402bced999c9c82c576f6b2f03f5666fabf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ee74dcf3652bd54cac2dcc6bba8ab9ab8ec269e0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70fa36da84e168c395665947d9e2fd33db3f3337,1,1,2,0.759275785,39,2,12382,1,1,13156,1,396,3.53E-05,64,0
0eba35fc91c944a79498a13a469867bee58e5398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43c7f67af067ca73e400bf7d6f889337935e0f5e,1,1,1,0,1,2,94,0,2,44291,1,1288,4.02E-05,103,0
d9663437d7982e4a24a8875596d780a26c8a26e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6a7ed8e37321a05e4b59d728e670c0188e73f940,1,1,2,0.354837608,185,158,12365,1,6,103132.5,2,394,3.99E-05,64,1
4b217dbdec564254a399af2f8717a3b61f95ff57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99cdb8b0c211c2860acfdfc504a3a3af63557448,1,1,2,0.811278124,2,2,41,1,2,5600.5,2,361,3.51E-05,0,0
e27bcc0e5c5128ff560c23f7134674483e7907e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605a05337a79d0a4aa5e42fb4ea8d4b1703deb79,1,1,1,0,212,227,10495,0,9,665488,1,1285,3.42E-05,103,0
bc042ade2bfc1554f0032a7526fac61002a491cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cb5b424a0b05a57e4449d4264ac1a328ccd71b3f,1,1,2,0.503258335,26,1,8526,1,1,69472,1,359,3.38E-05,43,0
9e90bef2874c16da36ec4866721e467a9ffba8b6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fb2c94713d374aaacbdf18ddeb3089341f386e49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6a34af67f991ff33bbfd7b0c7cae7b939ce488dd,1,1,1,0,1,0,33,1,0,0,0,1686,3.15E-05,0,1
f248517ffa38fd5bdc0391bdbd6e17d59c34b9c9,1,1,2,1,0,2,78,1,2,45711.5,2,358,2.03E-05,43,0
084373be2aa2c457a62d5b75344d0cf89c5a7061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6672c51da2bc97f25ee05b1b7aa14fd1d22e126d,1,1,1,0,10,5,1870,0,2,156734,1,1283,2.01E-05,103,0
933f4a45417ef1820ecbe5c67c6484aa0d58453e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6a5b0b23acb57bb6df51d59d52aee0a110c32bb1,1,1,1,0,108,73,162,1,3,371978,1,393,1.61E-05,64,0
ff4b9eae068a4a8b2be85b3a2307f2e9c1c3456d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2f76a8d468257ffb182e8a6eba6b277b558d851b,1,1,3,1.584962501,0,3,5507,0,2,66849.66667,3,391,1.61E-05,64,0
e5a62d753c5216e49d20cfdc3e1ad80499af6224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c5f8d4436c6d1a2a01a929a97ed70c8bb2f36c1f,1,1,3,1.584962501,3,3,1118,1,2,52849.33333,3,356,2.59E-05,43,0
b679b1037f6768cb323d28c60a74caca4f332e63,1,1,1,0,1,7,80,0,0,0,0,1282,3.72E-05,0,0
fe18cce11356bc051ac5f2ce66fcd1b23f426438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6d6d9a7e5014409721a7dca2e5534c63c801c629,1,1,2,0.950956048,16,11,223,0,3,59338,2,1280,3.66E-05,103,0
aa90744343101808774ab328d695ffa14244da97,1,1,1,0,2,2,273,1,1,2001,1,1279,3.66E-05,103,0
b59f0cc731109a40bf5d8549216123676bc29014,1,1,4,1.995082858,68,91,2385,0,5,52839,4,1278,3.20E-05,103,1
9a4805e9415aab3e2446fcd4880598802a527b75,1,1,1,0,14,99,6808,0,3,343716,1,1277,3.04E-05,103,1
d832d69fe341027090e798fa13019b757e6e0067,1,1,1,0,2,4,69,0,1,19323,1,355,2.59E-05,43,0
134680c0199af7fb3f1c4db5ea13063c4b0e8ad9,1,1,2,0.970950594,33,27,72,1,2,170646,1,354,2.57E-05,43,1
3cf7e01f4226d541da9b8a8f9c3433c39bb17ba7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba60405e88ea9ca5c8892c466c3d0e690d5a3da9,1,1,3,0.558366009,124,290,8046,1,3,239608,2,1276,2.10E-05,103,0
e1e1c1cc3058173b0413362226c6a676004a5018,1,1,2,0.974489403,6,26,320,0,6,303476,2,352,2.09E-05,43,0
54938578eeda045af08746627860f3f1d5d6aab6,1,1,1,0,0,20,0,0,1,74042,1,351,1.94E-05,43,0
ecc23304e33cc08ff0e36b10e3808499e4976a52,1,1,2,0.918295834,7,8,223,0,2,135075.5,2,350,1.72E-05,43,0
33a84ce1dfba697fe05a758338bf14f1f87db005,1,1,2,0.673946865,39,40,1725,0,2,134961,2,1275,1.61E-05,103,0
e56a39a662ed0e2b4d401145243ef37a8890a21b,1,1,1,0,1,1,43,0,1,25417,1,1685,1.94E-05,577,0
684d62dbe53161fedb8bcca90aee027d63037204,1,1,1,0,9,2,36,0,2,45741,1,1684,3.40E-05,577,0
5222166ddb9071223d3cc75f7238c99ab25f218f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c9f0d21a08ab030637a04b2f5aa0c5f7a2ebc9cf,1,1,1,0,3,1,465,1,1,407,1,1274,3.08E-05,103,0
0a0846e69ceb795ba4fc0a2ee6731fc0eda03df1,1,1,1,0,1,0,464,0,0,0,0,1273,3.02E-05,0,1
0a626f466d100852a190cbb7fdc2058c06fb4f8f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7fc7744adcd59088634a315c5bf5551a71cdb8aa,1,1,1,0,1,0,463,1,0,0,0,1271,2.80E-05,0,0
1e80a146f1a6041b4c46d898b9fcb3ff46b348c0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0ef92842cf831073c631c6a977fbf82a01accdba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40b3bea00271f7a9827ea10472ce304d34a7a99d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7ba7d70e8fb5fa94e2564ca3b5070ef3bbcd2e5c,1,1,2,0.823811633,27,4,556,0,1,11313,1,1268,2.10E-05,103,0
547460a8d7211e46fca5140eb1a77b667edca126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b55ca1b8ef3bb49a7930ff8c8698d40965d5e23d,1,1,2,1,2,2,2140,1,2,65254.5,2,389,1.98E-05,64,0
d500cb472b5a9dd5f8364d2024de811b113ede31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30180acab90c929007da6238d1db9633c34d6880,1,1,2,0.936667382,12,5,216,0,2,105947,2,349,1.74E-05,43,0
20fe206486a5181ab9165bf42f06e91151671b99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c209f9b5a7075ec06d033274e50fc28e4cd67ca4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5fec2a294571365b5c4df0504cceea8feed81dca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74759f46164364383f8bf8b2fdb5e4784e4e99be,1,1,6,1.716257261,26,23,5055,1,2,113513.6667,3,277,1.67E-05,36,0
2a7a5c4958073a1774b48618b6a428f66ca9b56a,1,1,3,0.407340745,94,6,4064,0,1,38744.5,2,276,1.66E-05,36,1
319cfc660b8f4a9fd83af833cdf75c4746435fbc,1,1,4,1.001468912,118,8,1730,0,2,84048.33333,3,275,1.61E-05,36,1
b9abadc16096a98034c609066dfeb1ec6aca4ce2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fa3b2fd86040bbbfce5a567b0aec720b339ae873,1,1,4,1.66896624,80,25,8286,1,3,51948,4,387,3.31E-05,64,1
9398493b5f9945945719d25b43d35fd4fcf9b93f,1,1,1,0,12,4,116,0,0,0,0,362,3.83E-05,0,0
7dfaf05f00babe67ada72d2a57a9c153baa49688,1,1,1,0,2,2,79,0,1,8566,1,703,3.74E-05,83,0
d8fe46e7ea7e9109b86294cbda806a4f3f665acb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fdbad227f9f219000e3e5dbac3c85576c0fe3083,1,1,2,1,20,0,854,1,0,0,0,273,3.69E-05,0,1
5924c2496bbeedb2d322adccaaeeb614f8ecb595,1,1,5,1.354556222,34,141,1662,1,2,10585.2,5,272,3.50E-05,36,0
1a45859450c1e5c9a91ba32182ecf15f359aea93,1,1,1,0,2,2,582,1,1,11057,1,1267,3.46E-05,103,0
ccd7b6c418977603c6fc22bb7975e2305245b779,1,1,2,0.133039649,107,1,3134,0,1,2302,1,1266,3.18E-05,103,0
b5abcee737aaebba86fe1d24519d3d168c800813,1,1,1,0,7,5,2991,1,1,7666,1,1265,3.11E-05,103,0
3a4294a4bd7199f59ae5e28655f5f0c67526e2b9,1,1,4,1.735918829,232,133,690,0,2,73000,3,1264,3.02E-05,103,0
f2a5545d34423ffcf01b157e3cb6bca49912d88c,1,1,1,0,0,186,0,0,1,8805,1,1263,2.95E-05,103,0
4ad2f58191478d98e843b762eb21ca62b2b28591,1,1,2,0.99323382,21,10,928,0,1,7489,2,271,2.79E-05,36,1
552dbd86ece01f8889a56daa570fbc6736b3d7b0,1,1,1,0,21,20,140,0,1,9039,1,270,2.77E-05,36,1
b222d2a81af843753a413864a0b420de7036e3a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d44dc8ae7f1fc771b42b8c407171c91dbc4d9be8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5560c9141b00bac1df18790d0b9307b1b78ef268,1,1,1,0,4,0,125,0,0,0,0,702,2.40E-05,0,0
7a4cc7ed92b09bdef42638ace8437c46ec0bf9e6,1,1,4,1.61065144,77,20,1577,0,2,44082,2,268,2.40E-05,36,1
b26d5f3949f1456cf29fd3fc97b1db4f197cb80f,1,1,2,0.988699408,13,3,194,0,1,149599,1,701,2.37E-05,83,0
6e93e90487129a2ef886c6f928a5cb89e7b6efb8,1,1,2,0.964078765,13,5,194,0,2,116268.5,2,347,2.32E-05,43,0
1c97d2691bdd7d22ca2095d1474f6f1b8f2f6e08,1,1,1,0,86,1,211,0,1,82230,1,1262,2.29E-05,103,0
7081b96bf65596d232083d735d11df751d56e81d,1,1,2,0.170668872,189,8,7184,0,1,137690,1,190,2.26E-05,11,0
64b2d229e84e659d53b50771f5c0b289de1bcedd,1,1,1,0,208,0,2783,0,0,0,0,267,2.17E-05,0,1
78dae830ef2514efd92e99fee53ab5250bdddc98,1,1,1,0,2,0,43,0,0,0,0,1261,2.13E-05,0,0
64507d56141bc3fc27df39bd560159e2efd46653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a52d9f88bcdffcb91a2525ab48fb1f23be0849a9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a2aaddb422682890f533cafb1aafef2b1f3d2d53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08e9a4ff476b0e84fb3d26acfca8fd64b7b6cf20,1,1,3,0.900259698,175,1,667,0,1,79217,1,266,2.05E-05,36,1
07a603181ee589d5a73dece9a5e9a1dc73d8736b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c5cd94b56e7a4099029c154e3154cccb3035fddb,1,1,3,1.133389141,440,12,489,0,2,34633.5,2,1258,2.04E-05,103,1
26ae1108c1de6e490e6265b76a77781cd84fbce1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341319cfd785cf0d771543e87565ed9a804b2235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2746ca21157c621aba04d576fc2cbcf54af24663,1,1,2,0.954434003,27,45,212,0,3,377849.5,2,361,2.01E-05,96,0
dfa26a2c5609b84332ccb627c541bddb0f09b62c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9e4ff1d5df1ca1e567a7382ecaeb271679b8b078,1,1,4,1.770049216,114,23,8622,0,3,121975.5,2,698,1.98E-05,83,0
1d870bc0a94cc2e5f980c6b5d8c6827654b45ea1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e0c270f0b4cdd5a7e5d999fde693cd62e44a5a82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dbee0269bc5f806ba8ce04f683efaaa759b3d3dd,1,1,2,0.147721087,142,0,369,0,0,0,0,263,1.98E-05,0,1
a607db42edab0a8cda123d5ad3387289ce40feda,1,1,1,0,2,2,6092,0,1,417,1,344,1.92E-05,43,0
0ed6fc5515b23d4a332193d75f6518b11bf005f0,1,1,1,0,1,1,222,0,1,222,1,343,1.92E-05,43,0
37fc918fc86da73dde43d9ad5e0dc48e486b1fe7,1,1,1,0,4,3,221,0,2,129554,1,342,1.92E-05,43,0
916f80d5c4673251c1fb721c682ee36356150b38,1,1,2,0.918295834,10,2,7729,0,1,14146,2,341,1.92E-05,43,1
784ba6d793b2b6bd0b6ee91b67a321de25308a67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
828b22afcb3dbf0cf37e10eb541246781d9ec608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b9811de08e9e3ff8e69c93feb37cc181ad82a150,1,1,2,0.993570476,53,0,349,0,0,0,0,1257,1.83E-05,0,0
e03f8421f3417b976a0aa387e762ec5b9c656e9b,1,1,2,1,3,1,6388,0,1,65929,1,696,1.82E-05,83,0
c61b421f7fb79ab19df35246ca4a6011f6c681f8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de6c056b639ba10261b50099b5d4b0b6a817667e,1,1,2,0.795040279,12,13,237,1,2,98523.5,2,359,3.64E-05,95,0
03a5dca6aab5e65650dedfc39ee888ec4e7e3c64,1,1,3,1.089583043,112,30,7912,0,4,62260,2,694,3.59E-05,83,0
b8d0bce6816cbe7bc5198254d3a5112d8b740cad,1,1,1,0,18,18,6605,0,1,1556,1,1256,3.53E-05,103,1
52722db4da191c75584b6a2fa3196dde6e1cb1e4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5dd9c0c86d91d008fa241156a6a14d26701e56e5,1,1,1,0,1,1,1653,1,1,139,1,1254,3.21E-05,103,0
c5bf1974ec021d3a7a72752a15ffb9da716cd0a7,1,1,3,0.336916835,490,7,7920,0,3,87482.33333,3,1253,3.17E-05,103,1
472f6902f27912ca4b51d619dc8e651788232e3d,1,1,1,0,12,2,47,1,1,7520,1,386,2.83E-05,64,1
fda84171b936d129746dbb3148be2fe0750575b6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98a1f0d96846d1c92a90ad909efd7871003516be,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4b0b90d0f11b73238e35e1f60b6ff5568e97831d,1,1,1,0,1,1,131,0,1,6313,1,262,2.56E-05,36,0
7b02a5c5d81755c1978fc87222c31261742de69d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34b71b9d0c583b837bc43569b797daaca13a044e,1,1,7,1.780024417,43,43,11040,0,1,31062,7,260,2.54E-05,36,1
612158a902cf525e42c9572471a25f9efba4f1b5,1,1,3,1.377625528,78,6,7949,0,1,10132.66667,3,259,1.89E-05,36,1
159331b2d4b86e3d5c05289824bc5c12d8e253e9,1,1,1,0,21,4,1717,0,2,162185,1,189,1.88E-05,11,0
89137fd8e5b5a941b839b58743cde37103b2a107,1,1,3,1.567066524,75,3,792,0,2,115039,2,258,1.71E-05,36,0
98b24764a176696cadf4a3c5a57c9b30c36c7ada,1,1,1,0,2,0,1218,0,0,0,0,340,1.70E-05,0,0
12c7936a07a68373d2bc6dba24384792c210974c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8d60cd5a5132ad211feeb67b726631ba7d3eddcb,1,1,2,0.858230793,33,6,6256,0,1,53944,1,1252,4.14E-05,103,0
0c7e1ab3a9c6e10b2f86029e44c6af68202e52ab,1,1,3,1.370950594,0,15,1426,0,0,0,0,338,1.63E-05,0,0
963070f025bc558baea1f1166815048b03ec576d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2b20bea78c60edca3af19763fd4e42ba7841bfc9,1,1,1,0,18,0,2764,0,0,0,0,692,2.54E-05,0,0
ba9f7024bd97ffd3b7924c1dbd13c4a4ce497867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4544ae04d8678418a0bb256f7f6ffe00fae433e7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00e62e5a763f43d74b20cf52966595ff5542e413,1,1,1,0,91,87,127,1,2,245933,1,256,1.74E-05,36,0
3637a76a8aa9c391f550d14e8b30c6438afda0fb,1,1,1,0,0,124,0,0,3,192967,1,1251,1.74E-05,103,0
8388379ce56e47e78e14cd3d3e60e6092bf76b29,1,1,1,0,2,2,220,1,2,158837,1,1250,1.68E-05,103,0
140cc73fe3f3dca0d60108bba614bcc448a6610e,1,1,1,0,13,0,6073,0,0,0,0,255,1.61E-05,0,0
5aaf26c0b74f657653dfaaf98bb543188209aaa6,1,1,3,1.135739597,29,2,2204,0,1,73745,1,254,1.62E-05,36,0
74ee0ea6b4536cbc5b8109585971531f5326a907,1,1,1,0,1,1,98,0,1,16195,1,337,3.72E-05,43,0
5618750305e1bb1994b0ab09563d31d7523a21f3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b8e536cccec74196ec2e6dd9a232e7270fb970db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70db8eb4d77e1e2b1897092fa6e57129e2b35a14,1,1,2,0.979868757,9,3,1415,1,1,14188,2,252,2.59E-05,36,0
4cfdf9bf1dcfc297159897cb8815994d873d0008,1,1,1,0,0,2,352,0,1,113,1,251,2.24E-05,36,0
f6ec587faf42116f27fde466f534a93d20891117,1,1,1,0,4,0,1983,1,0,0,0,250,2.24E-05,0,0
7b649a7d5a9be167447d40ce1253de337ba2942c,1,1,4,1.308915834,342,25,6720,1,2,56849.66667,3,249,2.23E-05,36,1
1a9fe054126f134a5fd025dd539b5857b8809116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0d032e7b99057f3dc24f2637ed2d8d895d7be61b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40e40d6119b06cb04c7659c3b75205cb160dbde3,1,1,2,0.591672779,6,1,166,0,1,2102,1,1249,4.13E-05,103,1
14594daef43ec3c0fe74bc066b3fd09a3f266e9e,1,1,3,1.287054028,2,12,1158,0,1,81847,1,336,2.21E-05,43,0
b852e2592a982c0cf768681260bc848e072ad3c8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a8d58c0d83f6fb7d6bc250f8f0439bdd9fc486f7,1,1,4,1.576575713,36,26,433,1,4,79174.5,4,1247,3.15E-05,103,1
867ad392037ee8853286302982e56338eff9a4c6,1,1,1,0,5,5,70,0,2,106203,1,1246,3.15E-05,103,0
d0a0315cf7b6bebcd8fdec7d6ebe0942a1c905ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5bfe6bef57f1e5ddc1949a7888a7a6832226c2fa,1,1,5,1.700453329,117,32,5782,0,2,163226.5,4,690,2.12E-05,83,0
0d19c295a3e41e42a4259c9c8a2e0c6eac723e5a,1,1,3,1.061278124,6,10,11653,0,3,8904,3,335,2.10E-05,43,0
87406d35294e8c11ae2daac472e6061a7ac36935,1,1,2,0.99107606,7,2,228,0,1,9490,1,1245,2.03E-05,103,1
967e8b29f7e35cef1a9ae7aebb705b49a9b94047,1,1,2,0.918295834,4,2,1835,1,1,82370,1,1244,2.03E-05,103,0
04a00d780e3eb34563ee80a81877aa14dd810e39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75ab06c06057244879a97737cd556ce63d9b7c18,1,1,1,0,81,36,1830,1,3,247474,1,187,2.01E-05,11,0
c21c23898704be2c93f4730facd36230d9becb16,1,1,3,1.35433702,4,28,12600,0,1,7383,3,333,2.00E-05,43,0
7f07af37d369821108f93baa00167cecdf1000f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8912c3b737ee1b23a03f6089cd6ca8e49ff0a17f,1,1,2,0.721928095,26,4,206,0,1,6274,1,1242,1.98E-05,103,1
fce7d233a25e16b334c7d7787c037fcb53d4e3d7,1,1,1,0,5,1,182,0,1,2750,1,248,1.98E-05,36,0
057c015ba6f0de47fe10024d27d4874562efd4f6,1,1,3,1.448815636,0,7,5651,0,3,56282,3,247,1.95E-05,36,0
417b06f29494666397ef41a111f5e716a351944d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61ed79c132115a51a5c07b16387431e34884f2ac,1,1,2,0.918295834,6,6,6988,1,1,72505.5,2,245,1.92E-05,36,0
69d363aee28e1f2e365f849b2a7e1896031cd6e3,1,1,5,0.973297655,36,127,8291,0,4,193855.8,5,244,1.93E-05,36,0
950a7817ac83fdbf8a7d291ec13e7bba95cbcc7d,1,1,4,1.66634449,279,92,2030,0,4,125606,3,243,1.87E-05,36,1
dba61d6257a358735b92ac5dc95c0c5fd280dc63,1,1,3,1.221269258,54,3,12549,0,2,61128,2,332,1.84E-05,43,0
9838ac1516d91e07acd97f46373b3734b07ce545,1,1,2,0.988699408,9,7,205,0,1,62836,1,1241,1.76E-05,103,1
9cb0af278041dde6a367843b5cd2f3bac19ab2e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e1a3f2ee2af4a609e19fe8165291c9879f36df91,1,1,8,0.593145737,128,153,7550,0,1,37619.25,8,1239,3.23E-05,103,0
3939cdc5b35086bd656eda9db66432d1f0417dbc,1,1,2,0.702466551,35,7,2013,0,1,23372,2,1238,3.24E-05,103,0
f64c1af3020b8b84a18897fba927099d6c15a2bb,1,1,1,0,1,1,2721,1,0,0,0,689,3.75E-05,0,0
c3eca60e5afbfbfc67829f8bb50ef7620090d35c,1,1,2,0.849751137,25,4,3320,0,1,14757,1,688,3.75E-05,83,0
5b1a2fa0f855b6c7c61967261d68d3c5cd60b2c8,1,1,4,1.900306135,43,12,1365,0,1,98973,1,687,3.79E-05,83,0
976f49a1c87d67f8510c74a71b9529fdb82a2f04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55a46dc6c79a28a806e0b5f4c32c33ec2786360a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61aecbb7f1ec3ef80412c21f43533bf13ad4a6f4,1,1,1,0,12,0,66,0,0,0,0,358,4.12E-05,0,0
7538df489d4cc98a8e7c0ed3c032af8ad4ba36eb,1,1,3,0.551621307,173,13,3229,0,1,61523.66667,3,685,4.12E-05,83,0
1fe7ca2f1f708b09c11dbb2b3646c5aa2ec0f2f6,1,1,3,1.022420704,14,3,1293,0,1,25014.33333,3,684,3.02E-05,83,0
97d7020fc5e8e06776a7dbe6e89517e9d743b7c6,1,1,2,0.811278124,5,3,689,0,1,3074.5,2,683,2.80E-05,83,0
ed6b09ab05dabc6637d464c85ca9a3ff78bc8d1a,1,1,6,2.479115922,32,0,1582,0,0,0,0,357,2.74E-05,0,0
eb795362ba5ec5bc54034cd10b81aaed6aa26f4d,1,1,1,0,9,7,612,0,1,1458,1,682,2.48E-05,83,0
01e6e47b472d83aa7c0395830470e2751cd41995,1,1,1,0,1,1,186,0,1,15284,1,242,2.43E-05,36,0
bf15f08225c38399f12575397ae82cd2a52622ae,1,1,1,0,120,4,5924,0,1,5901,1,1237,2.42E-05,103,0
72f3f0bfda9da3df6f327ab1c93bd718a9b3ec5e,1,1,3,1.420520457,106,4,2883,0,1,59468,2,241,2.42E-05,36,0
6d6add7038dceeaa7a3deaee52ca007fd497b416,1,1,1,0,6,2,1775,0,2,163222,1,1236,2.35E-05,103,0
68f39f32ce8508893a4c79b1b83ce6c5fd72ca79,1,1,8,2.893007129,60,21,1493,0,1,50445.2,5,1235,2.35E-05,103,1
c061b579f058a933bf769e9a96f3bd1031e995b3,1,1,3,1.49909794,64,16,837,0,2,105992.3333,3,681,2.32E-05,83,0
75e58b337effd0e6d19d07ac9b21ea13dc4742f1,1,1,1,0,2,1,10475,0,1,76469,1,331,2.13E-05,43,0
05b3ceb4d010dedbd5e24f69f5bae5649b6600a5,1,1,16,3.364653777,131,75,24020,0,8,63550.8125,16,330,2.83E-05,43,0
45d2e43e66af2515e33df074cf3ad8cf98f9a15f,1,1,2,0.289326088,87,130,366,0,3,155860,2,240,2.02E-05,36,1
0c9ab37d700da23c82de3726b9cfcbdbb10abdd7,1,1,4,0.412699852,513,29,7467,0,3,229981,2,1234,1.97E-05,103,0
54d71294c2455f043fa915f927147cb766ec93c0,1,1,1,0,3,3,172,0,1,72195,1,239,1.62E-05,36,0
d83e447c4be907455409a2cf2c8b2c4f9f9e4469,1,1,4,1.865016081,50,17,3041,0,3,145055.3333,3,238,1.61E-05,36,0
b1380bc7c5467606f9c1d998db8ddde37af7d30a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86cb039727f8d491e93709f07ce8cd4f7d31bea3,1,1,5,2.321928095,6,4,4888,0,1,47929.5,4,237,2.02E-05,36,0
799f0c0ddb30a09cc90e8aa9eff706c97ab8df87,1,1,5,1.973452057,88,51,3943,0,3,29642.2,5,680,3.76E-05,83,1
bf2133086398452963b5586743fc06b6161f4177,1,1,2,0.698124573,68,1,5832,0,1,3694,1,1232,3.65E-05,103,0
dd7e712a5d9fda2eff17a69241cd7525fea54b5f,1,1,1,0,54,121,261,0,3,465608,1,236,2.97E-05,36,0
5246028d0967816e6d16ace40524ba242b48ac35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d69b3a7b2ea5ee94eafb59768d4c7c8e71db529c,1,1,2,0.849751137,40,18,3065,0,1,85506,2,678,2.93E-05,83,0
32beec10d339b351580045afb455b21138aa8a66,1,1,4,1.699865452,90,0,7733,0,0,0,0,1231,2.87E-05,0,0
5dd3208b17633de2f46a85b4e5e067ddb1d1f1f3,1,1,3,1.116014507,724,103,2224,0,4,98133.66667,3,235,2.75E-05,36,1
6943f65540fe19f6f4fa882c943c5160723b11ec,1,1,3,1.270262472,187,5,2939,0,3,94420.5,2,677,2.58E-05,83,0
e6cdd323bffbf610a62731a6f3565c95d502c5f7,1,1,3,1.530618995,16,12,2973,0,5,170256.3333,3,329,2.44E-05,43,0
1d8ebffaf573057c685978ac7ac2f7bb843c4e20,1,1,4,1.652248202,136,71,4735,0,8,277301.5,4,328,2.44E-05,43,0
23a405d14093410d9ababd3e528a645b0e3dfb35,1,1,1,0,6,0,114,0,0,0,0,356,2.38E-05,0,0
610c530b02028142787237a56560ff95d67daaaf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fe2e4b433e03cd0b8478f08756e9b344da47ffa1,1,1,1,0,2,2,1060,0,2,105971,1,355,2.03E-05,94,0
